veiculo_titulo,veiculo_link_lote,veiculo_imagem,veiculo_patio_uf,veiculo_ano_fabricacao,veiculo_km,veiculo_valor_lance_atual,veiculo_situacao,veiculo_data_leilao,veiculo_tipo_combustivel,veiculo_cor,veiculo_possui_chave,veiculo_tipo_retomada,veiculo_tipo,veiculo_valor_fipe,veiculo_fabricante,veiculo_modelo,veiculo_patio_uf_localizacao
VOLKSWAGEN/UP TAKE MA (2P/4P),https://leilo.com.br/leilao/eusebio-ceara/carros/volkswagen/up-take-ma-(2p%2F4p)/ano.2015/9397dfd1-dfcd-11ef-903d-02420a000042,https://leilo.cdndp.com.br/v1/arquivo/2025/7/7/1751919336979_ae0a00fe-f97b-4d5f-a737-0dd555222f7a_pequena_leilo.webp,CE,2014,99.932 km,"R$ 19.400,00",Leilão ao vivo em: 13h5m32s,09/07/2025,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
FORD/FOCUS FC FLEX (4P),https://leilo.com.br/leilao/eusebio-ceara/carros/ford/focus-fc-flex-(4p)/ano.2010/b9575c41-4a27-11ed-a391-02420a000011,https://leilo.cdndp.com.br/v1/arquivo/2025/7/7/1751919361102_c3fb8f0b-0a18-4f35-a420-c1e9d427242f_pequena_leilo.webp,CE,2010,232.377 km,"R$ 16.000,00",Leilão ao vivo em: 13h6m32s,09/07/2025,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
CHEVROLET/CELTA LS (2P/4P),https://leilo.com.br/leilao/eusebio-ceara/carros/chevrolet/celta-ls-(2p%2F4p)/ano.2012/8164647f-aeb5-11ed-bf65-02420a0000a5,https://leilo.cdndp.com.br/v1/arquivo/2025/7/7/1751907180874_dc5450f2-bddc-4213-8a62-a4c6dd556790_pequena_leilo.webp,CE,2011,N/A,"R$ 11.000,00",Leilão ao vivo em: 13h7m1s,09/07/2025,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
VOLKSWAGEN/GOL 1.0 (2P/4P),https://leilo.com.br/leilao/eusebio-ceara/carros/volkswagen/gol-1.0-(2p%2F4p)/ano.2008/cd6c5989-4a27-11ed-a391-02420a000011,https://leilo.cdndp.com.br/v1/arquivo/2025/7/8/1751979780403_0410e5ee-7d99-4f7e-97c4-ed1e00cb4cf4_pequena_leilo.webp,CE,2007,242.392 km,"R$ 8.000,00",Leilão ao vivo em: 13h7m30s,09/07/2025,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
FIAT/UNO VIVACE 1.0 (2P/4P),https://leilo.com.br/leilao/candeias-bahia/carros/fiat/uno-vivace-1.0-(2p%2F4p)/ano.2014/5cd6eed5-1652-11f0-b6cf-02420a00009e,https://leilo.cdndp.com.br/v1/arquivo/2025/7/8/1752000931103_9e753dc7-17c0-48de-9800-5fbcf9b8c1c3_pequena_leilo.webp,BA,2013,N/A,"R$ 14.000,00",Leilão ao vivo em: 13h7m60s,09/07/2025,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
PEUGEOT/206 SENSATION FLEX (2P/4P),https://leilo.com.br/leilao/eusebio-ceara/carros/peugeot/206-sensation-flex-(2p%2F4p)/ano.2008/5bd5c77d-4a27-11ed-a391-02420a000011,https://leilo.cdndp.com.br/v1/arquivo/2025/7/7/1751896650452_39459c4d-59aa-411d-a66d-909122dc2ca2_pequena_leilo.webp,CE,2008,251.110 km,"R$ 5.000,00",Leilão ao vivo em: 13h8m29s,09/07/2025,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
FORD/KA FLEX (2P/4P),https://leilo.com.br/leilao/eusebio-ceara/carros/ford/ka-flex-(2p%2F4p)/ano.2009/bfd7ed0a-4a27-11ed-a391-02420a000011,https://leilo.cdndp.com.br/v1/arquivo/2025/7/7/1751896442269_af3bf3c4-d101-4bf2-9ecf-72603812fae3_pequena_leilo.webp,CE,2009,85.957 km,"R$ 8.000,00",Leilão ao vivo em: 13h8m59s,09/07/2025,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
PEUGEOT/207 PASSION XS (4P),https://leilo.com.br/leilao/eusebio-ceara/carros/peugeot/207-passion-xs-(4p)/ano.2012/752a3331-3ad2-11ef-b7fa-02420a00001f,https://leilo.cdndp.com.br/v1/arquivo/2025/7/7/1751896474310_a336e3ad-0b12-4b32-bef2-43b98cf926f5_pequena_leilo.webp,CE,2011,N/A,"R$ 8.000,00",Leilão ao vivo em: 13h9m28s,09/07/2025,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
CHEVROLET/SPIN 1.8L MT LT,https://leilo.com.br/leilao/eusebio-ceara/carros/chevrolet/spin-1.8l-mt-lt/ano.2014/c56d1fb6-9d83-11ed-b848-02420a000015,https://leilo.cdndp.com.br/v1/arquivo/2025/7/7/1751896471649_def8a8da-669f-4e2a-bf5c-ba39d6e2e2e6_pequena_leilo.webp,CE,2013,N/A,"R$ 18.000,00",Leilão ao vivo em: 13h9m58s,09/07/2025,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
HYUNDAI/TUCSON GL,https://leilo.com.br/leilao/eusebio-ceara/carros/hyundai/tucson-gl/ano.2008/3886da1c-3a43-11ef-b7fa-02420a00001f,https://leilo.cdndp.com.br/v1/arquivo/2025/7/7/1751896500616_f59fe4aa-92ff-4b2c-8726-7a67f49fce04_pequena_leilo.webp,CE,2007,223.440 km,"R$ 16.000,00",Leilão ao vivo em: 13h10m27s,09/07/2025,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
PEUGEOT/207 ACTIVE (2P/4P),https://leilo.com.br/leilao/eusebio-ceara/carros/peugeot/207-active-(2p%2F4p)/ano.2014/ce5e3fdf-4a27-11ed-a391-02420a000011,https://leilo.cdndp.com.br/v1/arquivo/2025/7/7/1751896503350_c1a7bd9f-e33d-4424-ab73-7804bd0da029_pequena_leilo.webp,CE,2013,156.185 km,"R$ 13.000,00",Leilão ao vivo em: 13h10m57s,09/07/2025,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
VOLKSWAGEN/SPACEFOX COMFORTLINE,https://leilo.com.br/leilao/eusebio-ceara/carros/volkswagen/spacefox-comfortline/ano.2008/bc9fd35e-df01-11ef-903d-02420a000042,https://leilo.cdndp.com.br/v1/arquivo/2025/7/7/1751896684059_4dd65e41-64a9-4e29-8620-6b3b08aa279a_pequena_leilo.webp,CE,2008,173.291 km,"R$ 12.000,00",Leilão ao vivo em: 13h11m26s,09/07/2025,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
LAND ROVER/DISCOVERY 4 SE,https://leilo.com.br/leilao/eusebio-ceara/carros/land-rover/discovery-4-se/ano.2011/dd92f351-7f24-11ee-b57d-02420a0000d3,https://leilo.cdndp.com.br/v1/arquivo/2025/7/7/1751896710440_8c0bacd8-bc44-4494-9574-dbbaa2d91cc5_pequena_leilo.webp,CE,2011,163.608 km,"R$ 33.000,00",Leilão ao vivo em: 13h11m55s,09/07/2025,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
CHEVROLET/CLASSIC LS (2P/4P),https://leilo.com.br/leilao/eusebio-ceara/carros/chevrolet/classic-ls-(2p%2F4p)/ano.2012/7923ad4c-30ff-11f0-9f79-02420a000005,https://leilo.cdndp.com.br/v1/arquivo/2025/7/7/1751896742473_2c602210-6979-4f5b-a311-e7f124faf7af_pequena_leilo.webp,CE,2012,272.052 km,"R$ 10.000,00",Leilão ao vivo em: 13h12m25s,09/07/2025,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
FIAT/PUNTO ATTRACTIVE (4P),https://leilo.com.br/leilao/eusebio-ceara/carros/fiat/punto-attractive-(4p)/ano.2013/de07c546-30fb-11f0-9f79-02420a000005,https://leilo.cdndp.com.br/v1/arquivo/2025/7/7/1751896805573_800064b2-f129-4413-8b95-c1e91a5940a6_pequena_leilo.webp,CE,2013,130.571 km,"R$ 12.000,00",Leilão ao vivo em: 13h13m24s,09/07/2025,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
HYUNDAI/HB20S PREMIUM (4P),https://leilo.com.br/leilao/candeias-bahia/carros/hyundai/hb20s-premium-(4p)/ano.2015/20c48a1a-3a56-11f0-9677-02420a00000b,https://leilo.cdndp.com.br/v1/arquivo/2025/7/7/1751896740801_865460b1-c2e4-4135-a9bd-6f21ebeb6bd4_pequena_leilo.webp,BA,2015,94.434 km,"R$ 22.200,00",Leilão ao vivo em: 13h14m8s,09/07/2025,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
FORD/FIESTA FLEX (4P),https://leilo.com.br/leilao/eusebio-ceara/carros/ford/fiesta-flex-(4p)/ano.2013/8792d956-fe8e-11ef-8c72-02420a00002d,https://leilo.cdndp.com.br/v1/arquivo/2025/7/7/1751896831156_09a63c36-072c-41cb-accc-fe9f44fde1ef_pequena_leilo.webp,CE,2013,113.098 km,"R$ 11.000,00",Leilão ao vivo em: 13h14m38s,09/07/2025,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
HYUNDAI/HB20 (4P),https://leilo.com.br/leilao/eusebio-ceara/carros/hyundai/hb20-(4p)/ano.2013/9f5b2bc6-228e-11f0-bcc9-02420a000216,https://leilo.cdndp.com.br/v1/arquivo/2025/7/7/1751907150790_01f0a986-3223-48ee-9ea4-b86fbccda73d_pequena_leilo.webp,CE,2012,114.763 km,"R$ 21.300,00",Leilão ao vivo em: 13h15m7s,09/07/2025,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
VOLKSWAGEN/SAVEIRO CS (2P),https://leilo.com.br/leilao/eusebio-ceara/carros/volkswagen/saveiro-cs-(2p)/ano.2012/74820be0-002f-11f0-8c72-02420a00002d,https://leilo.cdndp.com.br/v1/arquivo/2025/7/7/1751907153414_addc796e-5d81-4ebb-ac12-6c936ac08774_pequena_leilo.webp,CE,2012,N/A,"R$ 19.000,00",Leilão ao vivo em: 13h15m37s,09/07/2025,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
FIAT/UNO WAY E (2P/4P),https://leilo.com.br/leilao/eusebio-ceara/carros/fiat/uno-way-e-(2p%2F4p)/ano.2017/d67e93fd-1dde-11ef-b80e-02420a000059,https://leilo.cdndp.com.br/v1/arquivo/2025/7/7/1751896772989_257e2f7b-1998-4aa3-a26d-7847b52ed2cf_pequena_leilo.webp,CE,2017,N/A,"R$ 19.000,00",Leilão ao vivo em: 13h16m6s,09/07/2025,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
VOLKSWAGEN/GOL 1.0 (2P/4P),https://leilo.com.br/leilao/eusebio-ceara/carros/volkswagen/gol-1.0-(2p%2F4p)/ano.2008/228a30d5-b654-11ef-8e48-02420a000017,https://leilo.cdndp.com.br/v1/arquivo/2025/7/7/1751896563622_13046103-f611-45bd-927e-b3dd4fbbed85_pequena_leilo.webp,CE,2007,155.735 km,"R$ 8.000,00",Leilão ao vivo em: 13h16m35s,09/07/2025,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
MITSUBISHI/OUTLANDER 4WD 4X4,https://leilo.com.br/leilao/eusebio-ceara/carros/mitsubishi/outlander-4wd-4x4/ano.2011/414cce89-0718-11f0-8c72-02420a00002d,https://leilo.cdndp.com.br/v1/arquivo/2025/7/7/1751896594958_33453fbb-1873-4b24-a5ae-3cd7c0f3721a_pequena_leilo.webp,CE,2010,185.548 km,"R$ 19.000,00",Leilão ao vivo em: 13h17m5s,09/07/2025,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
FIAT/UNO VIVACE 1.0 (2P/4P),https://leilo.com.br/leilao/eusebio-ceara/carros/fiat/uno-vivace-1.0-(2p%2F4p)/ano.2014/da9e545d-38a4-11ef-b7fa-02420a00001f,https://leilo.cdndp.com.br/v1/arquivo/2025/7/7/1751896591278_10acf5c9-7da2-4c64-b0eb-869981ee1675_pequena_leilo.webp,CE,2014,N/A,"R$ 12.000,00",Leilão ao vivo em: 13h17m35s,09/07/2025,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
FIAT/PALIO FIRE ECONOMY (2P/4P),https://leilo.com.br/leilao/eusebio-ceara/carros/fiat/palio-fire-economy-(2p%2F4p)/ano.2010/36ac5698-bce4-11ed-bf65-02420a0000a5,https://leilo.cdndp.com.br/v1/arquivo/2025/7/8/1751978790898_51ac5bd7-71bd-4d21-adb7-78d1bfa1a66b_pequena_leilo.webp,CE,2009,114.802 km,"R$ 13.100,00",Leilão ao vivo em: 13h18m34s,09/07/2025,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
BMW/X1 SDRIVE 18I VL31,https://leilo.com.br/leilao/eusebio-ceara/carros/bmw/x1-sdrive-18i-vl31/ano.2012/1db92af1-b98e-11ef-8e48-02420a000017,https://leilo.cdndp.com.br/v1/arquivo/2025/7/7/1751895062879_ce428d64-83cf-490b-bb25-bc280b281e39_pequena_leilo.webp,CE,2011,208.860 km,"R$ 25.000,00",Leilão ao vivo em: 13h20m34s,09/07/2025,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
CITROEN/C3 GLX 14 FLEX (2P/4P),https://leilo.com.br/leilao/eusebio-ceara/carros/citroen/c3-glx-14-flex-(2p%2F4p)/ano.2011/f205e815-19ff-11f0-bf87-02420a000088,https://leilo.cdndp.com.br/v1/arquivo/2025/7/7/1751907241157_46c9dd0e-b592-4003-9bfa-6735b5043cf1_pequena_leilo.webp,CE,2010,147.131 km,"R$ 9.000,00",Leilão ao vivo em: 13h21m33s,09/07/2025,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
CHEVROLET/CELTA 2P SPIRIT (2P/4P),https://leilo.com.br/leilao/eusebio-ceara/carros/chevrolet/celta-2p-spirit-(2p%2F4p)/ano.2010/3253778f-34f5-11f0-9f79-02420a000005,https://leilo.cdndp.com.br/v1/arquivo/2025/7/7/1751907243494_0b19c83a-4e25-49b5-ac62-f63d095720b1_pequena_leilo.webp,CE,2009,N/A,"R$ 12.000,00",Leilão ao vivo em: 13h22m3s,09/07/2025,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
FORD/FIESTA SEL AT (4P),https://leilo.com.br/leilao/eusebio-ceara/carros/ford/fiesta-sel-at-(4p)/ano.2017/ee49070d-ef94-11ef-bd15-02420a00000b,https://leilo.cdndp.com.br/v1/arquivo/2025/7/7/1751916721161_d3197bbd-7792-4715-b2f5-79183b9689f5_pequena_leilo.webp,CE,2016,N/A,"R$ 25.000,00",Leilão ao vivo em: 13h22m32s,09/07/2025,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
JAC/J3 (4P),https://leilo.com.br/leilao/eusebio-ceara/carros/jac/j3-(4p)/ano.2013/24e1f26a-3d8c-11f0-b593-02420a000005,https://leilo.cdndp.com.br/v1/arquivo/2025/7/7/1751896863882_bd1dbd51-bdd6-4882-820e-35710c940fc9_pequena_leilo.webp,CE,2012,192.047 km,"R$ 9.000,00",Leilão ao vivo em: 13h23m2s,09/07/2025,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
CHEVROLET/ONIX JOYE (4P),https://leilo.com.br/leilao/eusebio-ceara/carros/chevrolet/onix-joye-(4p)/ano.2017/584026e0-3d53-11f0-b593-02420a000005,https://leilo.cdndp.com.br/v1/arquivo/2025/7/7/1751895060421_faa953da-860e-405f-90b8-d90b9c46396c_pequena_leilo.webp,CE,2016,189.138 km,"R$ 22.000,00",Leilão ao vivo em: 13h23m32s,09/07/2025,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
FIAT/DOBLO ESSENCE,https://leilo.com.br/leilao/eusebio-ceara/carros/fiat/doblo-essence/ano.2013/d96a1a38-2757-11f0-9f79-02420a000005,https://leilo.cdndp.com.br/v1/arquivo/2025/7/7/1751895092832_ab7d9d80-48a4-4ec7-aaa1-54f03c5a2e51_pequena_leilo.webp,CE,2013,501.335 km,"R$ 21.000,00",Leilão ao vivo em: 13h24m1s,09/07/2025,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
FIAT/DOBLO ADVENTURE FLEX,https://leilo.com.br/leilao/eusebio-ceara/carros/fiat/doblo-adventure-flex/ano.2013/a995ad62-3d70-11f0-b593-02420a000005,https://leilo.cdndp.com.br/v1/arquivo/2025/7/7/1751895124278_93b7cdd1-b7c1-4838-b35d-136b21633bcb_pequena_leilo.webp,CE,2013,N/A,"R$ 25.000,00",Leilão ao vivo em: 13h24m30s,09/07/2025,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
FORD/KA HATCH SE 1.0 (4P),https://leilo.com.br/leilao/eusebio-ceara/carros/ford/ka-hatch-se-1.0-(4p)/ano.2016/388541ae-7a98-11ef-a1ff-02420a0000dd,https://leilo.cdndp.com.br/v1/arquivo/2025/7/7/1751920861108_d36a1015-b077-4ce6-ac6d-c9db5384b28b_pequena_leilo.webp,CE,2015,98.139 km,"R$ 18.000,00",Leilão ao vivo em: 13h25m30s,09/07/2025,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
RENAULT/CLIO EXPRESSION 10 16VH (4P/2P),https://leilo.com.br/leilao/eusebio-ceara/carros/renault/clio-expression-10-16vh-(4p%2F2p)/ano.2015/159a4e96-42c5-11ef-9bb1-02420a00002f,https://leilo.cdndp.com.br/v1/arquivo/2025/7/7/1751895120564_f665a8d9-1a4d-4c34-b91b-ea58d0b77f56_pequena_leilo.webp,CE,2014,287.049 km,"R$ 12.000,00",Leilão ao vivo em: 13h25m59s,09/07/2025,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
FIAT/PALIO ATTRACT (4P),https://leilo.com.br/leilao/eusebio-ceara/carros/fiat/palio-attract-(4p)/ano.2015/da001d2c-b2ff-11ef-8e48-02420a000017,https://leilo.cdndp.com.br/v1/arquivo/2025/7/7/1751895153468_abe270ae-f643-4f10-bd07-89241422d6b8_pequena_leilo.webp,CE,2014,188.814 km,"R$ 17.000,00",Leilão ao vivo em: 13h26m29s,09/07/2025,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
VOLKSWAGEN/FOX GII 1.6 (4P),https://leilo.com.br/leilao/eusebio-ceara/carros/volkswagen/fox-gii-1.6-(4p)/ano.2012/698f4e83-3027-11f0-9f79-02420a000005,https://leilo.cdndp.com.br/v1/arquivo/2025/7/7/1751912071164_68e6477d-b987-4012-a770-8a5769fe1e61_pequena_leilo.webp,CE,2011,152.862 km,"R$ 18.800,00",Leilão ao vivo em: 13h26m59s,09/07/2025,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
FIAT/UNO SPORTING (2P/4P),https://leilo.com.br/leilao/eusebio-ceara/carros/fiat/uno-sporting-(2p%2F4p)/ano.2012/52cfb92e-34d5-11f0-9f79-02420a000005,https://leilo.cdndp.com.br/v1/arquivo/2025/7/7/1751895150389_78d92be6-469a-458f-ba55-4c88a1b21b99_pequena_leilo.webp,CE,2011,252.574 km,"R$ 19.700,00",Leilão ao vivo em: 13h27m28s,09/07/2025,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
TOYOTA/HILUX SW4 SRV 4X4,https://leilo.com.br/leilao/eusebio-ceara/carros/toyota/hilux-sw4-srv-4x4/ano.2015/14c12a6a-4309-11f0-b593-02420a000005,https://leilo.cdndp.com.br/v1/arquivo/2025/7/7/1751913182305_27147eb5-0778-4b05-8941-685728e9d8d2_pequena_leilo.webp,CE,2014,252.098 km,"R$ 76.500,00",Leilão ao vivo em: 13h27m57s,09/07/2025,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
FORD/KA SE (4P),https://leilo.com.br/leilao/eusebio-ceara/carros/ford/ka-se-(4p)/ano.2015/77f07fea-4152-11f0-b593-02420a000005,https://leilo.cdndp.com.br/v1/arquivo/2025/7/7/1751910480739_23933abd-498d-4c43-8185-da3a0d51ce45_pequena_leilo.webp,CE,2014,206.933 km,"R$ 19.000,00",Leilão ao vivo em: 13h28m27s,09/07/2025,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
FIAT/STRADA WORKING CABINE ESTENDIDA,https://leilo.com.br/leilao/eusebio-ceara/carros/fiat/strada-working-cabine-estendida/ano.2015/4057108a-8e16-11ef-a6ca-02420a000013,https://leilo.cdndp.com.br/v1/arquivo/2025/7/8/1751978761043_c96783d3-4cfe-45f6-8d82-e500086041d8_pequena_leilo.webp,CE,2015,137.796 km,"R$ 33.100,00",Leilão ao vivo em: 13h28m56s,09/07/2025,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
RENAULT/SANDERO DYNAMIQUE (4P),https://leilo.com.br/leilao/eusebio-ceara/carros/renault/sandero-dynamique-(4p)/ano.2015/08f00126-f60e-11ef-bd15-02420a00000b,https://leilo.cdndp.com.br/v1/arquivo/2025/7/7/1751895183385_abbd9f44-1588-47b1-96f3-d5a75b57dc63_pequena_leilo.webp,CE,2015,163.076 km,"R$ 19.000,00",Leilão ao vivo em: 13h29m25s,09/07/2025,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
HYUNDAI/ELANTRA GLS (4P),https://leilo.com.br/leilao/eusebio-ceara/carros/hyundai/elantra-gls-(4p)/ano.2013/a0774aed-3750-11f0-bd5d-02420a000005,https://leilo.cdndp.com.br/v1/arquivo/2025/7/8/1751981461150_56ef816d-7daf-4b93-891b-d8afc69b10c6_pequena_leilo.webp,CE,2012,101.294 km,"R$ 33.000,00",Leilão ao vivo em: 13h29m55s,09/07/2025,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
FIAT/IDEA ATTRACTIVE,https://leilo.com.br/leilao/eusebio-ceara/carros/fiat/idea-attractive/ano.2015/051c05da-2f74-11f0-9f79-02420a000005,https://leilo.cdndp.com.br/v1/arquivo/2025/7/7/1751895180860_5d379df1-e0af-47c4-9a3a-6a58a32707a8_pequena_leilo.webp,CE,2015,215.541 km,"R$ 17.000,00",Leilão ao vivo em: 13h30m24s,09/07/2025,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
VOLKSWAGEN/CROSSFOX GII (4P/2P),https://leilo.com.br/leilao/eusebio-ceara/carros/volkswagen/crossfox-gii-(4p%2F2p)/ano.2014/c1a9798a-13d1-11f0-b6cf-02420a00009e,https://leilo.cdndp.com.br/v1/arquivo/2025/7/7/1751910302413_8bba7f2d-ee2b-46c2-8161-1ddacecc9783_pequena_leilo.webp,CE,2014,N/A,"R$ 22.000,00",Leilão ao vivo em: 13h30m54s,09/07/2025,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
CHEVROLET/ONIX LTZ 1.4 AUTOMATICO (4P),https://leilo.com.br/leilao/eusebio-ceara/carros/chevrolet/onix--ltz-1.4-automatico-(4p)/ano.2014/7043d928-1477-11f0-b6cf-02420a00009e,https://leilo.cdndp.com.br/v1/arquivo/2025/7/7/1751895212519_0dd2855a-e54d-4daf-935d-0de26b406c03_pequena_leilo.webp,CE,2013,114.437 km,"R$ 25.000,00",Leilão ao vivo em: 13h31m23s,09/07/2025,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
FORD/FOCUS S AT S (4P),https://leilo.com.br/leilao/eusebio-ceara/carros/ford/focus-s-at-s-(4p)/ano.2014/a211283c-4073-11f0-b593-02420a000005,https://leilo.cdndp.com.br/v1/arquivo/2025/7/7/1751895210767_ae2abf0f-52ed-4fd0-a2f2-d4e01f0b3371_pequena_leilo.webp,CE,2013,157.205 km,"R$ 22.000,00",Leilão ao vivo em: 13h31m37s,09/07/2025,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
FIAT/PALIO ATTRACT (4P),https://leilo.com.br/leilao/eusebio-ceara/carros/fiat/palio-attract-(4p)/ano.2014/a38097c1-4acb-11f0-b593-02420a000005,https://leilo.cdndp.com.br/v1/arquivo/2025/7/7/1751895247773_6204bbfa-1938-404c-8c10-a7f206ca8e09_pequena_leilo.webp,CE,2013,184.120 km,"R$ 18.000,00",Leilão ao vivo em: 13h32m7s,09/07/2025,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
CHEVROLET/PRISMA LTZ 1.4 MECANICO (4P),https://leilo.com.br/leilao/eusebio-ceara/carros/chevrolet/prisma-ltz-1.4-mecanico-(4p)/ano.2014/2fbc3e6e-4622-11f0-b593-02420a000005,https://leilo.cdndp.com.br/v1/arquivo/2025/7/7/1751895270428_3e0180f9-5653-4b9d-bd35-9480adf615a5_pequena_leilo.webp,CE,2013,108.865 km,"R$ 22.000,00",Leilão ao vivo em: 13h33m6s,09/07/2025,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
FIAT/UNO WAY 1.0 (2P/4P),https://leilo.com.br/leilao/eusebio-ceara/carros/fiat/uno-way-1.0-(2p%2F4p)/ano.2013/fbfc2d50-ddac-11ef-903d-02420a000042,https://leilo.cdndp.com.br/v1/arquivo/2025/7/7/1751918074937_4c2db5ea-df73-4e52-8440-6a5f2d7ba915_pequena_leilo.webp,CE,2012,143.208 km,"R$ 15.000,00",Leilão ao vivo em: 13h33m36s,09/07/2025,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
RENAULT/KWID INTENSE 2 (4P),https://leilo.com.br/leilao/manaus-amazonas/carros/renault/kwid-intense-2-(4p)/ano.2025/b670d2bb-1ac0-11f0-abeb-02420a0000a3,https://leilo.cdndp.com.br/v1/arquivo/2025/7/7/1751895592312_3bd31a62-caeb-4a25-adfb-f1cc188aa25c_pequena_leilo.webp,AM,2024,24.346 km,"R$ 35.000,00",Leilão ao vivo em: 1 dia 15h38m35s,10/07/2025,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
FIAT/ARGO TREKKING,https://leilo.com.br/leilao/manaus-amazonas/carros/fiat/argo-trekking/ano.2024/58bace2a-22b6-11ef-b7fa-02420a00001f,https://leilo.cdndp.com.br/v1/arquivo/2025/7/7/1751894640798_8f85c4be-efdc-4d2d-957a-0e937837f4dc_pequena_leilo.webp,AM,2023,6.595 km,"R$ 53.300,00",Leilão ao vivo em: 1 dia 15h39m5s,10/07/2025,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
CHEVROLET/ONIX 10MT LT2,https://leilo.com.br/leilao/manaus-amazonas/carros/chevrolet/onix-10mt-lt2/ano.2024/7f120aa8-3025-11f0-9f79-02420a000005,https://leilo.cdndp.com.br/v1/arquivo/2025/7/8/1751994814685_6f2eaca2-8367-4262-b67e-826871f03cb4_pequena_leilo.webp,AM,2023,40.624 km,"R$ 39.800,00",Leilão ao vivo em: 1 dia 15h39m34s,10/07/2025,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
NISSAN/KICKS ADVANCE (4P),https://leilo.com.br/leilao/manaus-amazonas/carros/nissan/kicks-advance-(4p)/ano.2023/48200090-30d4-11f0-9f79-02420a000005,https://leilo.cdndp.com.br/v1/arquivo/2025/7/7/1751894670832_0e7cec70-5a32-4590-82da-de3785921a2f_pequena_leilo.webp,AM,2023,50.101 km,"R$ 60.000,00",Leilão ao vivo em: 1 dia 15h40m34s,10/07/2025,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
