URL do Lote,Nome do Veículo (Header),Marca,Modelo,Versão,Ano de Fabricação,Ano Modelo,Fipe,Blindado,Chave,Funcionando,Combustível,Km,Número de Lances,Número de Visualizações,Data do Leilão,Horário do Leilão,Lance Atual,Situação do Lote
https://loopbrasil.net/lote/CHEVROLET-ONIX-21-21-/29208/,N/A,CHEVROLET,ONIX PLUS,ONIX PLUS PREMIER AT 1.0 12V ECOTEC TURBO,2021,2021,"R$ 77.871,00",Não,N/A,Sim,FLEX (ALCOOL/GASOLINA),19.997,N/A,N/A,N/A,N/A,N/A,N/A
https://loopbrasil.net/lote/CHEVROLET-TRACKER-19-19-/29209/,N/A,CHEVROLET,TRACKER PREMIER,N/A,2019,2019,"R$ 89.899,00",Não,Sim,Sim,FLEX (ALCOOL/GASOLINA),30.012,N/A,N/A,N/A,N/A,N/A,N/A
https://loopbrasil.net/lote/VOLKSWAGEN-VIRTUS-19-20-/29210/,N/A,VOLKSWAGEN,VIRTUS,VIRTUS COMFORTLINE 200 AT 1.0 12V TSI TURBO,2019,2020,"R$ 76.869,00",NÃO,N/A,SIM,FLEX (ALCOOL/GASOLINA),14.717,N/A,N/A,N/A,N/A,N/A,N/A
https://loopbrasil.net/lote/VOLKSWAGEN-POLO-20-20-/29211/,N/A,VOLKSWAGEN,POLO,POLO 1.0 12V MPI,2020,2020,"R$ 64.373,00",Não,Sim,Sim,FLEX (ALCOOL/GASOLINA),21.314,N/A,N/A,N/A,N/A,N/A,N/A
https://loopbrasil.net/lote/SUZUKI-SX4-S-CROSS-15-16-/29212/,N/A,SUZUKI,SX4 S-CROSS GLX CVT 4WD ALL GRIP,N/A,2015,2016,"R$ 61.325,00",Não,Sim,Sim,GASOLINA,70.850,N/A,N/A,N/A,N/A,N/A,N/A
https://loopbrasil.net/lote/MERCEDES-BENZ-CLASSE-C-18-19-/29213/,N/A,MERCEDES BENZ,CLASSE C,CLASSE C 180 1.6 16V TURBO,2018,2019,"R$ 141.380,00",Não,N/A,Sim,FLEX (ALCOOL/GASOLINA),25.829,N/A,N/A,N/A,N/A,N/A,N/A
https://loopbrasil.net/lote/FIAT-STRADA-21-21-/29214/,N/A,FIAT,STRADA,STRADA FREEDOM 1.3 FIREFLY,2021,2021,"R$ 77.591,00",Não,N/A,Sim,FLEX (ALCOOL/GASOLINA),28.928,N/A,N/A,N/A,N/A,N/A,N/A
https://loopbrasil.net/lote/TOYOTA-COROLLA-20-20-/29215/,N/A,TOYOTA,COROLLA,COROLLA ALTIS PREMIUM 1.8 16V DUAL VVT-IE,2020,2020,"R$ 127.399,00",Não,Sim,Sim,HIBRIDO (ELETRICO/ALCOOL/GASOLINA),25.087,N/A,N/A,N/A,N/A,N/A,N/A
https://loopbrasil.net/lote/HONDA-FIT-15-16-/29216/,N/A,HONDA,FIT,LX CVT 1.5 16V,2015,2016,"R$ 62.196,00",Não,N/A,Sim,FLEX (ALCOOL/GASOLINA),77.160,N/A,N/A,N/A,N/A,N/A,N/A
https://loopbrasil.net/lote/TOYOTA-HILUX-CD-20-20-/29217/,N/A,TOYOTA,HILUX CD,HILUX CD SRV 2.8 D-4D TURBO,2020,2020,"R$ 195.434,00",NÃO,N/A,SIM,DIESEL,16.761,N/A,N/A,N/A,N/A,N/A,N/A
https://loopbrasil.net/lote/TOYOTA-COROLLA-19-20-/29218/,N/A,TOYOTA,COROLLA,COROLLA XEI 2.0 16V DUAL VVT-IE,2019,2020,"R$ 102.744,00",Não,Sim,Sim,FLEX (ALCOOL/GASOLINA),36.991,N/A,N/A,N/A,N/A,N/A,N/A
https://loopbrasil.net/lote/JEEP-RENEGADE-18-18-/29219/,N/A,JEEP,RENEGADE,RENEGADE TRAILHAWK 2.0 MULTIJET TURBO,2018,2018,"R$ 96.526,00",NÃO,N/A,SIM,DIESEL,15.523,N/A,N/A,N/A,N/A,N/A,N/A
https://loopbrasil.net/lote/RENAULT-KWID-19-20-/29220/,N/A,RENAULT,KWID,KWID ZEN 1.0 SCE12V,2019,2020,"R$ 38.414,00",NÃO,N/A,SIM,FLEX (ALCOOL/GASOLINA),85.397,N/A,N/A,N/A,N/A,N/A,N/A
https://loopbrasil.net/lote/HYUNDAI-HB20-18-19-/29221/,N/A,HYUNDAI,HB20 UNIQUE,N/A,2018,2019,"R$ 53.213,00",Não,Sim,Sim,FLEX (ALCOOL/GASOLINA),40.774,N/A,N/A,N/A,N/A,N/A,N/A
https://loopbrasil.net/lote/FORD-KA-19-20-/29222/,N/A,FORD,KA SE,N/A,2019,2020,"R$ 49.894,00",Não,Sim,Sim,FLEX (ALCOOL/GASOLINA),20.833,N/A,N/A,N/A,N/A,N/A,N/A
https://loopbrasil.net/lote/VOLKSWAGEN-AMAROK-20-20-/29223/,N/A,VOLKSWAGEN,AMAROK COMFORTLINE 4MOTION,2.0 TDI BITURBO 4X4,2020,2020,"R$ 127.588,00",Não,Sim,Sim,DIESEL,23.210,N/A,N/A,N/A,N/A,N/A,N/A
https://loopbrasil.net/lote/CHEVROLET-ONIX-18-19-/29224/,N/A,CHEVROLET,ONIX ACTIV AT6,ONIX ACTIV AT6 1.4 ECO,2018,2019,"R$ 63.283,00",Não,N/A,Sim,FLEX (ALCOOL/GASOLINA),35.265,N/A,N/A,N/A,N/A,N/A,N/A
https://loopbrasil.net/lote/FORD-KA-20-20-/29225/,N/A,FORD,KA,KA SE 1.0 12V TIVCT,2020,2020,"R$ 50.063,00",Não,N/A,Sim,FLEX (ALCOOL/GASOLINA),10.701,N/A,N/A,N/A,N/A,N/A,N/A
https://loopbrasil.net/lote/RENAULT-CAPTUR-18-19-/29226/,N/A,RENAULT,CAPTUR,CAPTUR LIFE 1.6 16V SCE,2018,2019,"R$ 72.205,00",Não,N/A,Sim,FLEX (ALCOOL/GASOLINA),30.129,N/A,N/A,N/A,N/A,N/A,N/A
https://loopbrasil.net/lote/TOYOTA-HILUX-SW4-19-19-/29227/,N/A,TOYOTA,SW4 DIAMOND,N/A,2019,2019,"R$ 248.737,00",Não,Sim,Sim,DIESEL,36.608,N/A,N/A,N/A,N/A,N/A,N/A
https://loopbrasil.net/lote/PEUGEOT-308-16-17-/29228/,N/A,PEUGEOT,308 ALLURE,N/A,2016,2017,"R$ 57.428,00",Não,Sim,Sim,FLEX (ALCOOL/GASOLINA),55.004,N/A,N/A,N/A,N/A,N/A,N/A
https://loopbrasil.net/lote/HYUNDAI-I30-12-13-/29229/,N/A,HYUNDAI,I30,I30 FLEX 1.6 16V,2012,2013,"R$ 44.966,00",NÃO,N/A,SIM,FLEX (ÁLCOOL/GASOLINA),112.937,N/A,N/A,N/A,N/A,N/A,N/A
https://loopbrasil.net/lote/LAND-ROVER-EVOQUE-17-18-/29230/,N/A,LAND ROVER,EVOQUE,RANGE ROVER EVOQUE P240 HSE DYNAMIC 2.0,2017,2018,"R$ 244.957,00",Não,N/A,Sim,GASOLINA,45.607,N/A,N/A,N/A,N/A,N/A,N/A
https://loopbrasil.net/lote/HYUNDAI-CRETA-21-21-/29231/,N/A,HYUNDAI,CRETA,CRETA ACTION 1.6 16V CVVT,2021,2021,"R$ 90.733,00",Não,N/A,Sim,FLEX (ALCOOL/GASOLINA),15.847,N/A,N/A,N/A,N/A,N/A,N/A
https://loopbrasil.net/lote/VOLKSWAGEN-TIGUAN-18-18-/29232/,N/A,VOLKSWAGEN,TIGUAN,TIGUAN ALLSPACE COMFORTLINE 250 1.4 16V TSI TURBO,2018,2018,"R$ 115.987,00",Não,N/A,Sim,FLEX (ALCOOL/GASOLINA),47.986,N/A,N/A,N/A,N/A,N/A,N/A
https://loopbrasil.net/lote/HONDA-HR-V-20-20-/29233/,N/A,HONDA,HR-V EXL,N/A,2020,2020,"R$ 111.434,00",Não,Sim,Sim,FLEX (ALCOOL/GASOLINA),17.899,N/A,N/A,N/A,N/A,N/A,N/A
https://loopbrasil.net/lote/VOLKSWAGEN-POLO-23-24-/29234/,N/A,VOLKSWAGEN,POLO,POLO TRACK 1.0 12V MPI,2023,2024,"R$ 72.782,00",NÃO,N/A,SIM,FLEX (GASOLINA / ALCOOL),15.813,N/A,N/A,N/A,N/A,N/A,N/A
https://loopbrasil.net/lote/JEEP-COMPASS-18-19-/29235/,N/A,JEEP,COMPASS,COMPASS LONGITUDE 2.0 MULTIJET TURBO,2018,2019,"R$ 108.878,00",Não,N/A,Sim,FLEX (ALCOOL/GASOLINA),32.743,N/A,N/A,N/A,N/A,N/A,N/A
https://loopbrasil.net/lote/VOLKSWAGEN-POLO-18-18-/29236/,N/A,VOLKSWAGEN,POLO,POLO HIGHLINE 200 AT 1.0 12V TSI TURBO,2018,2018,"R$ 71.134,00",Não,N/A,Sim,FLEX (ALCOOL/GASOLINA),58.972,N/A,N/A,N/A,N/A,N/A,N/A
https://loopbrasil.net/lote/TOYOTA-COROLLA-11-12-/29237/,N/A,TOYOTA,COROLLA,COROLLA GLI 1.8 16V DUAL VVT-I,2011,2012,"R$ 59.706,00",Não,N/A,N/A,FLEX (ALCOOL/GASOLINA),142.911,N/A,N/A,N/A,N/A,N/A,N/A
